No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area marks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject,Peer
1145,15,M,3,96,207,1,2,375,162,2,4,784,324,2,3,916,466,2,0,771.8431268,351,2,5,434,174,2,8,1109,143,2,0,1270.96169,597,0,4,1297.692899,902,2,0,2145.553871,359,2,47.29454206,3,18.16417046,32.32718435,14,Only school lessons,angles,roman numbers,health,home science,24
1146,15,F,4,170,257,1,3.451139853,365,56,2,10,774,291,2,3,853,198,2,0.660727534,408.0235503,102,0,10,653,487,2,13,1392,315,1,3,0,309,1,1,2135.541425,577,1,0,2435,55,4,35.82699487,20,2,8.721778174,19,figures,angles,probability,ict,buddhism,24
1147,13,M,5,77,108,2,4.589813399,410,260,2,5,472,166,2,6,914,406,2,0.687743222,96.35835252,111,2,4,1038,434,2,7,1904,446,2,1,1542.951787,135,1,0,1518.250472,422,2,1,1314.930691,532,2,39.99700541,5,11.93578599,3,20,practicing,angles,geometry,english,health,14
1148,14,M,2,190,127,2,5,266,56,2,3,865,233,2,0,194,387,2,0,653.7426252,474,1,10,716,665,2,3,1743,739,2,0,113.708435,217,1,1,2203.630885,198,2,1,681.6104193,238,3,49.34396275,9,11.63009618,12.24101821,21,figures,algebra,percentages,sinala,tamil,10
1149,14,F,4,86,184,1,4.369214718,395,111,2,7,393,249,2,0,990,857,1,0.425870556,1563.012721,0,1,2,903,0,1,4,1500,287,2,1,1758.005259,130,1,0,1020.880752,839,2,7,2327.085526,419,2,62.5,39,13.94162529,11.8799782,16,Only school lessons,ratio,fractions,home science,buddhism,10
1150,14,M,4,100,186,2,2,227,201,2,7,547,75,2,5,652,144,2,1.936311592,516.5617032,282,2,6,1577,157,1,0,1227,307,2,0,0,182,0,3,1071.933358,243,1,4,0,222,0,12.52376996,Ab ,2,4.81872607,15,figures,ratio,triangle theory,english,PTS,10
1151,14,F,3,120,246,1,4.250555967,395,518,2,5,1304,169,2,2,1104,348,2,1.701020889,489.2580915,422,2,4,1771,114,2,11,1971,750,2,1,677.9218869,328,1,1,422.1986835,0,2,0,1147.282492,0,2,33.92123531,8,12.41467471,15.92877248,16,practicing,angles,set theory,english,PTS,24
1152,15,F,3,261,154,2,2.021332234,127,176,2,11,700,304,2,0,0,578,1,0,942.1167151,404,0,4,421,547,2,3,1988,72,2,1,2428,36,1,3,1878.27354,9,1,3,2435,375,2,6,23,24.33197216,28.2832219,18,Only school lessons,ratio,fractions,civics,health,10
1153,14,M,2,200,222,2,2.937726487,326,56,2,8,471,426,2,3,761,204,2,0.69666076,559.2199614,487,1,6,872,320,1,10,1258,141,2,0,2428,0,1,3,1708.304458,866,1,6,2435,239,1,40.92126863,39,23.5088435,7.830412264,17,Only school lessons,angles,simultaneous equations,none,science,20
1154,14,M,2,207,76,2,4.325089431,416,117,2,8,276,19,2,0,1531,419,2,0.606121933,1514.324635,216,1,6,1848,0,2,4,2431,547,2,0,0,373,1,2,1295.566738,0,2,3,2435,582,1,45.99738823,5,20.67182844,4.97818563,19,practicing,ratio,triangle theory,buddhism,health,10
1155,13,M,4,77,317,1,2.97015728,625,320,2,2,695,15,2,2,278,276,2,0.39867949,2075.113349,0,1,3,619,305,1,8,1255,445,2,0,1758.391722,449,1,0,1832.220157,30,1,5,1460.63433,547,3,35.39274698,69,26.00824721,18.89244461,16,practicing,angles,decimals,history,geography,20
1156,15,M,2,146,174,2,2,254,107,2,7,979,305,2,4,1002,194,0,0.07435754,428.1599456,633,1,7,929,4,2,13,983,617,2,0,1131.515911,203,1,4,2115.938283,455,1,2,2158.269765,384,2,26.19514971,35,7.53207292,12.38085842,17,practicing,angles,set theory,health,history,20
1157,14,M,4,212,109,2,3.943942552,340,178,2,8,553,29,2,10,792,485,2,0.768254507,2032.344992,445,2,5,198,32,2,12,1483,214,2,0,1271.805964,0,1,3,1844.512216,580,1,8,2343.994739,447,2,27.38130225,28,9.827355601,27.4631275,14,practicing,angles,area,history,PTS,20
1158,15,M,3,89,40,2,2.680816366,410,56,2,7,238,15,1,10,26,231,1,1.210841178,355.7493849,266,1,2,1571,520,2,9,2431,72,2,1,1065.405831,243,1,1,2725,604,2,3,1203.368328,251,3,42.92067564,Ab ,18.7556867,23.96396199,19,figures,fractions/decimals,simultaneous equations,ict,none,20
1159,14,F,3,221,79,1,4.253811548,110,56,2,7,211,350,2,4,162,711,1,0,1474.395924,926,2,2,1681,627,2,5,1452,72,2,1,1578.942828,0,0,3,1389.95163,770,2,1,2067.880668,0,2,22.31222611,39,19.88566645,9.642373977,14,Only school lessons,ratio,percentages,ict,geography,24
1160,15,F,4,117,40,2,3.225966839,274,128,2,8,329,277,1,8,1338,570,2,0,1297.15369,134,2,7,718,117,2,8,1257,355,2,2,1428.167274,0,0,3,1872.292686,0,2,9,2435,347,4,51.88490537,42,16.77493278,18.36366434,21,practicing,probability,decimals,dancing,geography,24
1161,15,M,3,277,256,2,3.528446178,181,342,2,4,934,15,2,12,562,77,2,0.745217298,2210,105,2,4,849,114,0,8,2089,193,2,0,0,117,0,2,1167.949582,639,2,5,2435,87,1,17.81100608,5,14.22197706,16.76678498,14,figures,fractions/decimals,triangles,history,maths,20
1162,15,F,3,144,233,2,2.366923164,680,56,2,2,167,15,1,3,565,7,2,0,1735.801139,754,1,1,998,128,1,7,1300,157,2,0,383.6472854,343,1,0,1290.354734,209,2,2,418.3051532,22,4,41.49633217,25,11.8840456,29.18433646,18,practicing,angles,geometry,civics,sinhla,24
1163,15,F,4,217,170,1,3.37245096,318,346,2,8,730,202,2,4,165,361,1,1.117138207,80.8557733,175,1,5,975,204,2,6,1215,169,2,1,1914.827329,0,0,0,2285.256114,932,1,8,0,211,4,32.9409333,69,26.63067199,3,21,practicing,ratio,area,home science,none,14
1164,15,F,2,130,144,2,5,556,373,2,0,421,385,2,1,804,403,2,0,1694.143477,123,2,8,831,180,2,3,2413,341,2,1,46.67324466,587,1,1,2050.388725,784,1,8,2435,381,1,8.182857696,23,19.2791948,15.67697605,12,practicing,algebra,set theory,none,PTS,10
1165,14,M,3,220,214,2,4.714393864,433,222,2,8,482,195,2,10,657,191,1,0.237298899,1185.417971,107,1,4,616,0,2,12,1234,575,2,0,28.20847351,800,1,4,1563.044658,1695,1,6,2435,247,3,52.08903689,40,7.763009334,19.05539749,15,figures,angles,volume and capacity,sinhala,sinhla,20
1166,14,F,3,243,209,2,2.337758184,302,106,2,7,354,117,2,1,602,0,1,0.566604001,665.1625964,140,2,4,1557,723,0,4,2296,119,2,0,841.4157471,311,1,1,2257.55671,0,2,2,2404.87664,250,0,51.75672721,35,28.5,14.50362701,21,figures,ratio,triangle theory,maths,home science,20
1167,15,M,3,192,137,1,4.27420966,577,227,2,11,472,180,2,2,350,394,2,1.567687659,1828.716057,0,0,3,1053,0,2,7,1516,611,2,2,909.2488434,475,1,0,1580.289288,776,1,4,2435,427,4,22.60277446,15,18.78296907,3,18,Only school lessons,ratio,triangles,ict,health,14
1168,14,M,3,138,203,2,4.759678988,248,304,2,9,710,15,2,6,1149,216,2,1.193702191,1204.408711,0,2,3,1760,52,2,1,2431,400,2,2,896.2691285,144,0,0,1015.088184,610,2,1,896.2775442,110,3,45.72057763,37,4.371786508,25.79235993,20,Only school lessons,ratio,decimals,none,none,14
1169,14,F,3,203,108,2,2.953864983,110,247,2,5,373,226,2,3,1186,558,1,0,2210,95,1,6,1382,525,2,13,606,526,1,0,2367.286546,355,1,2,2725,351,2,0,980.5396951,0,4,20.14929959,69,15.0966498,9.622618116,11,figures,angles,probability,sinala,tamil,24
1170,14,M,3,212,222,2,2.087208474,328,112,2,4,928,293,2,6,1187,541,2,1.4512556,1864.199096,99,1,7,1856,182,2,6,1503,398,2,2,1085.755921,355,1,0,2535.373929,0,2,0,1158.356326,154,3,33.74989232,37,8.73009692,3,16,Only school lessons,algebra,circle theory,maths,geography,14
1171,15,M,2,40,40,2,4.062586403,749,211,2,8,483,15,2,6,640,585,2,0.726414297,1573.267288,367,2,5,431,19,1,9,2431,190,2,0,1495.641301,148,0,0,1650.039323,345,2,0,0,370,3,27.61395455,39,17.28667508,28.72177602,14,figures,angles,none,ict,PTS,20
1172,15,M,2,40,40,2,3.29749007,147,248,2,9,740,388,2,7,1079,368,1,0.966279218,969.9591041,255,1,8,1709,815,1,11,1351,506,1,3,1536.064378,98,1,2,2331.094496,638,2,1,1557.17813,284,4,54.84713802,25,25.30005207,8.15291952,15,figures,angles,simultaneous equations,ict,home science,24
1173,14,M,3,203,139,2,3.993420251,110,344,2,6,293,183,2,4,721,0,2,0.394598394,1518.686614,549,1,8,1247,375,2,13,1124,103,2,2,2291.70999,252,0,1,604.1461365,0,2,2,1260.021134,378,4,47.3494029,3,12.06074215,25.97666584,17,figures,angles,triangles,none,maths,24
1174,13,F,5,264,161,2,3.420779164,455,74,2,2,237,391,2,12,406,588,1,0,516.9872694,117,0,6,721,284,2,0,2052,306,2,0,1765.27758,145,1,0,1370.607429,167,0,5,842.3952001,0,4,27.37593338,37,14.64930713,23.73273059,16,practicing,fractions/decimals,geometry,health,english,24
1175,15,M,3,146,244,2,2,254,204,2,1,527,281,1,4,630,221,1,0.688592688,1468.688076,218,0,8,2036,268,2,13,540,493,2,0,1510.541491,327,1,2,724.6625013,440,2,7,2435,25,2,42.55973339,23,19.08484355,28.67703409,20,practicing,angles,decimals,buddhism,sinhla,20
1176,14,M,3,170,214,2,4.174558014,372,561,2,5,592,257,2,1,59,568,2,0,1453.296138,245,2,6,916,369,2,10,1677,518,2,2,227.252453,179,1,1,995.7657415,0,2,3,2229.944535,536,4,11.95647687,25,13.19397294,36.18061263,17,practicing,angles,area,civics,none,24
1177,15,M,4,92,40,1,2,556,302,2,11,923,260,2,0,712,50,2,0.491380585,31.64818666,536,0,4,1769,0,2,10,1415,555,2,1,2428,110,0,4,2276.746659,304,2,4,2318.987233,199,2,62.5,40,22.62059815,27.35792582,20,practicing,ratio,none,buddhism,english,10
1178,15,F,5,102,137,2,4.229440259,150,139,2,0,407,308,2,4,658,360,2,0.032818233,643.8520779,180,2,8,1896,385,0,6,893,423,2,0,0,493,1,1,1662.448823,1082,1,6,1012.820644,300,0,33.28313663,39,15.41425541,16.35249157,10,Only school lessons,algebra,set theory,buddhism,english,10
1179,15,F,2,204,136,1,4.551459395,253,270,2,11,369,217,2,5,977,526,1,0.135921952,1414.502737,231,1,12,742,0,2,2,1024,554,2,0,1553.487467,641,1,1,1303.033309,810,1,3,2236.228136,458,2,30.92858592,40,16.70077727,26.42604887,21,Only school lessons,algebra,volume and capacity,none,maths,20
1180,15,M,5,42,301,2,3.199792404,220,140,2,5,767,15,1,7,890,0,2,0.406581529,346.1236263,321,0,5,1214,0,1,12,1359,771,2,2,1479.888425,33,1,0,2478.34627,248,2,3,2118.849803,400,4,15.86238397,8,11.53159878,20.65130877,16,Only school lessons,angles,fractions,home science,geography,14
1181,14,F,4,76,115,2,4.381952306,329,159,2,0,536,45,1,1,848,710,1,1.226429014,1112.714312,191,2,3,1901,93,2,5,1426,287,2,0,0,466,1,1,2085.938589,0,2,1,2435,387,4,50.71948841,Ab ,10.17383213,3,21,figures,angles,decimals,sinhala,geography,10
1182,15,M,4,167,80,2,4.520397068,511,89,2,7,781,166,2,10,1212,420,2,0,1049.363615,578,1,2,1747,243,1,13,403,637,2,2,2428,644,1,4,1612.546067,0,1,9,835.5891904,193,0,28.23905337,25,19.84556775,3,11,Only school lessons,angles,area,english,english,24
1183,15,M,3,90,150,2,2.925708734,110,504,2,11,796,243,1,0,448,40,2,0.067710071,1449.069638,0,2,2,267,475,2,3,1834,835,2,2,974.2722511,0,1,2,2725,372,2,2,1976.769393,274,1,6,37,2.209410394,30.05574679,20,Only school lessons,ratio,roman numbers,english,english,10
1184,14,F,5,40,178,2,4.994842887,413,117,2,11,160,292,2,7,808,86,2,0.695439889,777.9205681,285,1,7,970,264,1,8,1383,99,2,2,1866.252277,314,1,2,2551.637917,369,2,0,2380.418573,193,1,54.59880507,28,26.59769543,8.678573512,18,practicing,ratio,circle theory,sinhala,maths,24
1185,15,F,3,129,40,2,2,419,154,2,1,334,391,2,0,1448,361,1,0.41310054,0,0,1,3,1173,196,1,4,1044,359,2,1,2428,398,1,1,2725,0,2,0,829.1284639,264,0,19.07942168,8,11.69569267,19.41157848,15,Only school lessons,angles,simultaneous equations,history,buddhism,10
1186,15,M,2,178,85,2,3.941694904,428,402,2,10,589,400,2,1,1400,0,2,0.16200245,2059.358104,430,1,6,170,99,1,13,1611,343,2,0,1043.78053,218,1,1,2267.785725,349,1,6,1495.431134,435,1,30.23928586,20,2,11.73446169,21,practicing,angles,roman numbers,sinala,health,20
1187,15,M,3,292,118,2,4.415615493,664,300,2,5,1003,92,2,5,547,25,1,0,371.9592285,408,2,5,745,315,2,13,2431,72,2,1,898.8577033,214,1,0,922.6505387,0,2,2,477.8131475,311,0,7.695269334,25,14.82046286,26.52189348,17,Only school lessons,angles,circle theory,sinala,history,24
1188,14,M,2,279,40,2,2.147879871,416,56,2,6,388,103,2,2,1025,76,2,0,1834.569363,0,2,10,684,281,1,12,1391,612,2,1,2428,277,1,2,1116.680379,508,2,5,1686.738438,517,2,62.5,37,16.6217722,14.12351541,14,practicing,angles,none,sinhala,tamil,24
1189,14,F,4,200,187,2,3.026321833,234,350,2,4,814,90,1,3,482,836,1,0.175488557,184.1523148,335,2,8,640,296,2,2,1738,305,2,0,2392.439219,0,1,3,2701.774739,0,2,2,2435,428,4,30.74450604,28,11.53213709,30.04482884,21,practicing,algebra,fractions,sinhala,home science,20
1190,14,M,3,120,168,2,3.13516392,727,416,2,8,191,142,2,2,1131,190,2,0.326666728,847.7843861,131,1,8,116,116,2,10,2121,427,2,3,1263.557729,12,1,4,2697.228808,277,0,6,1749.898587,358,3,33.2457891,25,18.81602412,21.35612882,16,practicing,angles,probability,sinhala,history,24
1191,13,M,2,176,112,2,2.852662794,248,113,1,8,204,15,2,6,483,385,2,0,471.1929203,141,1,1,996,390,2,1,1387,526,2,1,0,345,0,6,2725,0,2,1,0,591,2,62.5,3,2,14.57501256,21,figures,ratio,decimals,science,buddhism,24
1192,14,M,3,132,40,2,3.657075823,110,450,2,10,476,164,2,6,817,0,2,0.421419649,610.1229727,926,2,2,2036,58,2,13,1245,72,2,0,259.6213288,31,0,3,2693.830025,911,2,4,1152.066321,648,2,28.32553178,Ab,12.50432814,37,21,figures,angles,triangles,sinhala,PTS,20
1193,15,M,6,218,40,2,2.015650643,405,85,2,9,811,15,2,9,566,294,0,0,1937.819581,280,1,7,1403,6,1,13,1125,102,2,2,2366.094119,251,1,2,1449.99493,1095,1,7,2023.510623,392,3,29.68216776,42,26.77903194,22.76355088,14,Only school lessons,angles,circle theory,sinhala,PTS,24
1194,14,F,4,138,231,2,3.756604938,285,215,2,4,160,15,2,0,707,1023,1,0,100.4875627,126,1,0,1753,0,2,13,1378,409,2,0,2428,18,1,1,2562.828974,737,1,6,0,123,0,48.16815046,20,23.90407284,14.67288826,16,practicing,angles,geometry,home science,PTS,10
1195,15,M,2,178,40,2,4.226938348,537,196,2,8,539,115,2,0,1026,170,2,0,619.6085325,0,2,2,588,204,2,13,1201,456,2,0,2252.614594,310,0,4,853.3133198,0,1,2,2379.689255,345,4,48.66847587,28,19.4804512,22.18141004,21,figures,angles,triangle theory,sinhala,none,10
1196,15,M,2,119,40,2,2.563426577,366,108,2,7,556,15,2,7,574,364,2,0.796759402,896.0002839,232,2,3,1955,0,2,3,2431,97,2,0,92.13942435,0,0,1,1300.302697,496,1,2,2435,575,3,56.32401503,35,16.26359431,22.16762828,16,figures,ratio,fractions,sinhala,science,20
1197,15,M,2,264,40,2,2.409033228,361,79,2,7,630,15,2,3,547,219,2,0.601635129,786.7700922,0,2,6,1870,377,1,0,2320,1077,2,0,637.16921,215,1,3,2725,392,1,7,1734.697875,575,1,62.5,37,24.87504563,35.45455978,21,figures,ratio,volume and capacity,sinala,maths,10
1198,15,M,3,40,191,2,5,110,56,1,2,300,129,2,2,1239,623,1,0.022854581,1320.761113,497,2,1,2036,508,1,4,1630,234,1,0,1069.52833,0,0,2,1309.600969,0,1,2,805.8292358,497,2,36.96695666,28,3.661360586,24.86784484,21,Only school lessons,perimeter,percentages,english,maths,20
1199,15,M,5,201,47,2,2.455270704,532,436,2,3,602,58,2,0,878,642,0,0.222104247,1791.443199,422,1,2,1139,550,1,11,1242,380,2,1,1938.82822,558,1,5,1112.042404,1001,2,1,2340.889193,619,2,35.58851707,39,22.4346682,6.635738495,13,Only school lessons,angles,none,science,buddhism,10
1200,15,M,4,148,242,1,3.920055649,272,56,2,7,271,238,2,9,1374,0,2,0,966.2986334,451,1,9,382,53,2,13,1242,291,2,0,944.7468536,0,1,3,2725,0,2,1,2435,473,2,9.868011075,39,20.35525229,19.85312382,19,Only school lessons,angles,decimals,science,geography,24
1201,14,M,3,97,40,2,2.806138969,646,395,2,10,491,240,1,3,957,665,2,0,1467.367926,553,2,12,2036,0,2,12,1837,72,2,1,2154.838093,0,1,1,1691.501437,749,1,1,283.3983522,371,4,39.95022608,20,25.08167629,8.888211893,13,Only school lessons,algebra,percentages,dancing,none,24
1202,15,M,5,245,140,2,3.590572931,260,205,2,9,736,264,2,2,743,693,1,0,1915.243004,367,2,0,1819,37,2,13,1967,308,2,1,736.3658231,339,1,1,2094.456616,674,1,1,783.9277431,90,0,19.81864188,7,13.34554709,14.42142743,16,practicing,angles,decimals,maths,health,24
1203,15,M,5,271,189,2,3.615197069,346,322,2,7,546,15,2,4,1146,0,2,0.810591835,117.6140412,40,1,11,2036,0,1,11,366,166,2,0,2428,89,1,0,1075.331748,227,1,4,1165.382189,137,2,57.54650609,28,6.046725517,19.9054632,21,Only school lessons,algebra,triangles,sinhala,health,20
1204,14,M,2,129,152,2,2.637628612,572,473,1,8,521,318,2,4,528,311,1,0.088415861,2082.523089,296,2,9,1288,138,2,10,468,426,2,2,1853.908597,153,1,0,2473.02378,72,2,0,2435,395,1,22.06718285,37,17.96820177,5.838661178,14,practicing,angles,area,sinhala,none,14
1205,14,M,3,157,40,2,2.667533255,110,56,2,6,876,356,2,1,1611,503,2,1.050968111,0,821,1,7,1717,634,1,4,1759,72,2,0,643.4766627,65,1,0,996.464239,421,1,4,0,258,4,48.65665421,5,17.14165489,15.91047817,18,Only school lessons,algebra,set theory,sinhala,maths,20
1206,15,M,3,40,219,2,2.949990059,560,121,2,3,160,241,2,2,649,598,2,0,2061.800229,855,1,6,1617,170,0,5,1180,340,2,1,2428,52,1,3,660.8195256,0,1,6,1417.066607,657,1,52.77611584,18,21.00932598,24.95063665,19,figures,algebra,triangle theory,maths,tamil,24
1207,14,M,4,188,65,2,3.042516184,336,94,2,2,614,65,2,3,914,0,2,0.188354757,915.0601049,36,2,6,1624,2,2,7,830,122,2,1,1564.059183,0,0,0,1991.608304,373,1,0,2203.449277,0,2,41.51946738,10,6.035160392,22.48761138,16,Only school lessons,angles,roman numbers,sinala,PTS,14
1208,14,F,5,191,150,2,2.94188453,698,56,2,3,389,204,2,0,767,1006,2,0.789519473,1402.249645,475,2,3,1186,370,2,8,2431,369,2,0,2027.75218,433,0,1,0,0,2,5,0,539,1,31.64925149,10,27.66726042,12.09066495,18,Only school lessons,angles,area,maths,english,10
1209,14,F,5,45,75,2,5,663,366,2,3,469,82,2,6,1112,418,2,1.025168849,139.403805,96,2,2,1895,0,2,9,2291,423,2,0,1805.888325,73,1,1,1988.806542,564,2,2,2435,212,3,45.598604,25,12.39942129,21.50294028,21,practicing,angles,fractions,none,history,20
1210,15,M,5,159,95,2,4.479911637,316,369,1,9,160,321,2,6,768,788,2,0,734.3237612,134,1,1,1762,763,2,6,1935,1024,2,0,2428,46,1,2,1547.022488,0,2,4,389.5385738,230,2,60.31398714,5,11.85378455,15.35721311,19,figures,ratio,fractions,health,tamil,24
1211,14,F,4,153,248,1,4.304784123,110,400,2,3,252,465,2,5,1163,402,1,0,276.8272756,197,1,12,759,335,2,11,1189,649,2,1,140.9707866,0,0,0,1725.222898,752,2,6,2435,475,4,47.44341792,28,17.46386852,6.826509388,21,figures,algebra,circle theory,sinala,geography,24
1212,14,M,2,256,187,2,3.154128953,216,238,2,5,948,323,2,0,124,712,1,1.590368531,1006.221702,694,2,4,447,110,0,8,1599,488,2,0,2228.294068,344,1,0,1532.501666,638,2,9,43.19844079,487,0,40.90538618,40,14.02734883,14.82840339,20,figures,probability,percentages,ict,buddhism,10
1213,13,M,2,207,180,2,3.977946728,344,130,2,8,500,170,2,2,1076,775,2,0,215.6109385,511,2,0,1099,320,1,6,1798,621,2,1,1757.266223,359,1,2,662.9755378,580,1,7,2435,162,0,36.90840833,Ab,21.82235456,9.910215216,17,figures,ratio,triangle theory,dancing,home science,24
1214,14,M,3,180,45,2,2.252885236,676,479,2,5,546,103,2,3,75,323,2,0,1749.951385,371,1,6,875,153,1,13,2249,381,2,2,1814.1787,478,1,3,1651.471856,591,2,4,2435,486,4,26.06752176,9,24.52598636,4.612985804,17,Only school lessons,angles,volume and capacity,dancing,history,24
1215,15,M,3,57,125,2,2.836309316,110,117,2,9,362,242,2,0,15,338,2,1.355919951,635.3358807,469,1,4,1182,184,1,12,1914,392,1,2,0,0,1,1,659.5444221,0,1,6,1447.899445,521,0,37.02737428,69,21.48398387,27.44195678,20,figures,angles,fractions,sinala,health,10
1216,14,F,4,136,143,2,3.663136722,126,267,2,5,685,261,2,7,756,1055,1,0.161295069,1449.719665,99,1,5,1381,337,1,10,1040,579,2,0,1007.400082,0,0,1,2484.843143,580,2,2,338.0491104,208,0,42.16130866,18,11.54805111,15.44751277,16,figures,angles,simultaneous equations,dancing,none,20
1217,13,F,3,126,192,2,2,110,300,2,9,721,15,2,2,917,404,1,0,144.8423873,354,0,10,1591,638,2,7,2302,108,2,0,0,67,1,0,1022.644817,543,2,4,2345.80038,19,0,52.83128144,3,17.86445813,21.32814728,15,figures,algebra,simultaneous equations,health,maths,24
1218,15,F,2,172,153,2,3.570226468,207,56,2,10,300,15,2,1,513,724,1,1.280542061,234.0617674,519,2,11,1991,0,0,0,2023,519,2,1,431.4148893,219,1,0,2541.98748,173,1,3,2435,11,0,41.38456479,6,22.17159394,22.33504881,18,practicing,algebra,volume and capacity,health,tamil,10
1219,15,M,2,101,149,2,3.293785238,567,174,2,9,379,130,2,11,768,498,1,0.46235644,729.2903984,327,0,11,698,583,2,0,2021,72,2,4,1543.652037,75,1,0,1770.474362,0,1,0,350.9067017,187,3,19.10529037,18,22.25542732,22.31719152,17,figures,fractions/decimals,fractions,health,science,10
1220,14,M,6,206,163,2,3.147075663,505,57,2,6,282,340,2,5,626,284,2,0,1767.510194,679,2,0,779,206,2,9,1211,534,2,3,1351.492195,0,1,0,635.2143305,901,2,7,1865.15456,450,0,31.84440963,37,27.38187818,11.28740881,17,practicing,angles,percentages,buddhism,maths,24
1221,15,F,4,125,206,2,2.931425716,154,56,2,5,412,72,2,4,1130,267,1,0,796.1795497,456,1,8,1300,624,2,13,2418,558,2,1,1151.305808,338,1,0,1547.478852,1328,1,2,2435,345,3,28.60633043,Ab,10.52567174,24.43273288,21,practicing,angles,percentages,health,sinhla,24
1222,14,M,2,177,179,2,4.473866574,226,342,2,8,509,285,2,3,283,0,1,0.504774054,0,8,1,4,1652,0,2,3,885,103,2,0,198.1967133,244,1,0,1314.081039,916,1,2,2389.060843,406,0,45.40181285,10,28.5,3,19,Only school lessons,ratio,triangle theory,ict,geography,20
1223,13,M,2,40,138,2,4.326245597,392,160,2,6,437,96,2,1,1123,379,2,0.654249691,1524.467709,0,2,6,1448,213,2,4,924,749,2,0,461.2778601,0,1,0,2667.849114,1159,1,5,722.499327,412,2,44.7193907,23,28.5,24.07276825,13,figures,ratio,probability,maths,science,20
1224,13,M,3,40,82,1,4.491621768,110,232,2,8,160,315,2,1,878,507,0,2.125464457,1227.844809,0,2,7,2009,283,2,13,1331,482,2,3,1711.475118,252,1,1,2725,795,2,0,62.88433646,106,1,44.73628973,42,26.9290484,3.367962957,16,figures,angles,simultaneous equations,dancing,home science,24
1225,15,M,4,175,220,2,4.17700933,557,381,2,11,424,64,2,5,750,221,2,0.773228111,1051.14762,809,2,7,1273,265,1,13,1572,282,2,0,1284.809889,177,1,0,2480.552082,0,2,9,1566.348107,390,3,25.81771182,3,18.74038683,17.06466404,14,practicing,angles,decimals,civics,english,20
1226,15,F,3,187,130,2,2.478373304,455,172,2,6,160,15,2,2,566,0,2,0,1081.849996,0,2,5,2036,253,1,10,362,329,2,1,1852.908817,371,1,1,1923.067686,164,1,0,2435,381,1,9.022690025,69,28.5,19.86864308,16,Only school lessons,angles,none,sinala,health,24
1227,13,M,3,206,174,2,3.904500229,110,281,2,0,478,168,2,6,911,477,2,0.14773314,1124.577358,43,0,0,997,119,1,9,1469,342,2,0,2013.521986,110,1,1,2234.572452,399,2,5,1929.722215,294,0,8.879481654,42,16.15082932,10.76045025,16,practicing,angles,fractions,health,buddhism,10
1228,14,F,5,161,244,2,2,181,277,2,5,192,141,2,6,262,244,2,0.282729169,694.0803334,440,2,10,1810,178,2,10,1369,425,2,0,1121.709534,122,1,4,2210.878143,407,2,4,1218.419992,393,4,37.99966855,23,8.681668738,4.169546786,16,figures,algebra,percentages,science,PTS,20
1229,13,F,3,127,220,1,2,573,96,2,4,1026,158,2,3,953,0,2,0.119235464,834.0395876,0,1,1,1321,442,1,8,1062,182,2,1,2015.067491,32,1,0,2725,747,2,1,1937.342727,490,0,20.84310737,2,28.5,13.96410394,21,practicing,angles,roman numbers,buddhism,history,14
1230,15,M,5,168,259,2,4.273860474,218,111,2,9,443,118,2,6,326,0,1,0,1615.043871,452,1,7,233,0,2,0,1676,691,2,2,2180.814301,77,1,1,1024.653411,1013,2,3,2435,296,0,42.0666938,69,8.102394901,35.23183002,18,practicing,ratio,decimals,sinala,PTS,24
1231,14,M,2,40,183,2,2,417,309,2,0,325,371,2,2,1257,1089,1,0.032127279,846.6825051,2,2,11,2036,392,1,8,1162,104,2,0,2428,24,1,2,834.2673348,448,0,2,452.0358269,321,1,45.10533785,7,24.16280943,10.67017235,18,practicing,algebra,decimals,english,home science,10
1232,14,M,2,89,107,2,3.259657989,247,351,2,10,612,256,2,3,433,871,1,0,1198.254346,337,1,6,1550,241,2,13,1021,540,2,2,169.3943992,373,0,3,2725,82,1,8,2435,311,1,37.07580703,8,27.42721757,6.592274913,13,practicing,angles,circle theory,dancing,sinhla,24
1233,14,F,3,111,246,2,3.674556144,383,56,2,1,414,237,2,7,218,557,2,0.437407865,1551.89564,0,2,6,1832,184,1,10,1781,604,2,0,0,478,1,0,2197.489964,196,2,7,1313.595126,664,0,37.01446792,6,20.08773388,13.11550824,16,figures,angles,percentages,home science,science,20
1234,15,M,4,40,213,2,5,400,260,2,7,597,225,2,0,603,582,2,1.153340175,1041.022437,926,1,5,1230,481,2,0,1971,447,2,0,1576.061918,0,1,0,1354.059734,252,2,4,507.7981041,514,1,23.39433437,3,3.991130183,9.075128056,16,figures,ratio,percentages,none,history,10
